Year,OBS_STATUS,UNIT_MULT,NATURE,FREQ,REPORTING_TYPE,SERIES,REF_AREA,COMPOSITE_BREAKDOWN,UNIT_MEASURE,Value
2016,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_DIABTS,PER_100000_POP,6.7
2017,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_DIABTS,PER_100000_POP,6.8
2018,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_DIABTS,PER_100000_POP,7.3
2019,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_DIABTS,PER_100000_POP,7.0
2007,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_DIABTS,PER_100000_POP,8.1
2008,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_DIABTS,PER_100000_POP,5.7
2009,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_DIABTS,PER_100000_POP,4.6
2010,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_DIABTS,PER_100000_POP,4.1
2011,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_DIABTS,PER_100000_POP,3.1
2012,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_DIABTS,PER_100000_POP,5.5
2013,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_DIABTS,PER_100000_POP,4.5
2014,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_DIABTS,PER_100000_POP,5.9
2015,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_DIABTS,PER_100000_POP,6.2
2016,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_DIABTS,PER_100000_POP,7.0
2017,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_DIABTS,PER_100000_POP,6.1
2018,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_DIABTS,PER_100000_POP,5.4
2019,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_DIABTS,PER_100000_POP,7.3
2007,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_DIABTS,PER_100000_POP,6.6
2008,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_DIABTS,PER_100000_POP,9.1
2009,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_DIABTS,PER_100000_POP,8.4
2010,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_DIABTS,PER_100000_POP,7.7
2011,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_DIABTS,PER_100000_POP,7.9
2012,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_DIABTS,PER_100000_POP,7.6
2013,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_DIABTS,PER_100000_POP,9.6
2014,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_DIABTS,PER_100000_POP,10.6
2015,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_DIABTS,PER_100000_POP,9.0
2016,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_DIABTS,PER_100000_POP,8.6
2017,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_DIABTS,PER_100000_POP,8.8
2018,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_DIABTS,PER_100000_POP,10.4
2019,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_DIABTS,PER_100000_POP,10.4
2007,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_DIABTS,PER_100000_POP,10.4
2008,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_DIABTS,PER_100000_POP,6.2
2009,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_DIABTS,PER_100000_POP,8.2
2010,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_DIABTS,PER_100000_POP,8.1
2011,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_DIABTS,PER_100000_POP,6.9
2012,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_DIABTS,PER_100000_POP,6.4
2013,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_DIABTS,PER_100000_POP,9.0
2014,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_DIABTS,PER_100000_POP,8.9
2015,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_DIABTS,PER_100000_POP,6.2
2016,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_DIABTS,PER_100000_POP,7.0
2017,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_DIABTS,PER_100000_POP,10.4
2018,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_DIABTS,PER_100000_POP,13.2
2019,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_DIABTS,PER_100000_POP,9.1
2007,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_DIABTS,PER_100000_POP,5.4
2008,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_DIABTS,PER_100000_POP,3.9
2009,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_DIABTS,PER_100000_POP,6.6
2010,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_DIABTS,PER_100000_POP,4.2
2011,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_DIABTS,PER_100000_POP,6.1
2012,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_DIABTS,PER_100000_POP,3.8
2013,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_DIABTS,PER_100000_POP,3.7
2014,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_DIABTS,PER_100000_POP,7.0
2015,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_DIABTS,PER_100000_POP,4.7
2016,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_DIABTS,PER_100000_POP,5.0
2017,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_DIABTS,PER_100000_POP,3.9
2018,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_DIABTS,PER_100000_POP,7.4
2019,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_DIABTS,PER_100000_POP,7.6
2007,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_DIABTS,PER_100000_POP,6.5
2008,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_DIABTS,PER_100000_POP,5.4
2009,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_DIABTS,PER_100000_POP,5.6
2010,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_DIABTS,PER_100000_POP,5.2
2011,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_DIABTS,PER_100000_POP,4.7
2012,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_DIABTS,PER_100000_POP,4.7
2013,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_DIABTS,PER_100000_POP,4.8
2014,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_DIABTS,PER_100000_POP,5.1
2015,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_DIABTS,PER_100000_POP,5.7
2016,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_DIABTS,PER_100000_POP,5.5
2017,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_DIABTS,PER_100000_POP,6.1
2018,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_DIABTS,PER_100000_POP,6.6
2019,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_DIABTS,PER_100000_POP,6.8
2007,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_DIABTS,PER_100000_POP,7.6
2008,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_DIABTS,PER_100000_POP,7.6
2009,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_DIABTS,PER_100000_POP,10.1
2010,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_DIABTS,PER_100000_POP,5.2
2011,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_DIABTS,PER_100000_POP,3.0
2012,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_DIABTS,PER_100000_POP,4.2
2013,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_DIABTS,PER_100000_POP,6.2
2014,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_DIABTS,PER_100000_POP,4.9
2015,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_DIABTS,PER_100000_POP,0.8
2016,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_DIABTS,PER_100000_POP,2.8
2017,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_DIABTS,PER_100000_POP,3.5
2018,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_DIABTS,PER_100000_POP,3.1
2019,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_DIABTS,PER_100000_POP,3.0
2007,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_DIABTS,PER_100000_POP,7.7
2008,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_DIABTS,PER_100000_POP,7.9
2009,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_DIABTS,PER_100000_POP,4.7
2010,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_DIABTS,PER_100000_POP,5.7
2011,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_DIABTS,PER_100000_POP,7.2
2012,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_DIABTS,PER_100000_POP,4.8
2013,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_DIABTS,PER_100000_POP,7.9
2014,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_DIABTS,PER_100000_POP,9.5
2015,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_DIABTS,PER_100000_POP,7.4
2016,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_DIABTS,PER_100000_POP,8.6
2017,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_DIABTS,PER_100000_POP,6.6
2018,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_DIABTS,PER_100000_POP,7.2
2019,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_DIABTS,PER_100000_POP,6.6
2007,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_DIABTS,PER_100000_POP,4.0
2008,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_DIABTS,PER_100000_POP,5.2
2009,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_DIABTS,PER_100000_POP,4.6
2010,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_DIABTS,PER_100000_POP,4.0
2011,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_DIABTS,PER_100000_POP,4.0
2012,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_DIABTS,PER_100000_POP,4.0
2013,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_DIABTS,PER_100000_POP,4.9
2014,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_DIABTS,PER_100000_POP,3.8
2015,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_DIABTS,PER_100000_POP,3.2
2016,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_DIABTS,PER_100000_POP,5.0
2017,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_DIABTS,PER_100000_POP,4.3
2018,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_DIABTS,PER_100000_POP,3.4
2019,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_DIABTS,PER_100000_POP,2.8
2007,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_DIABTS,PER_100000_POP,9.4
2008,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_DIABTS,PER_100000_POP,11.7
2009,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_DIABTS,PER_100000_POP,5.8
2010,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_DIABTS,PER_100000_POP,6.2
2011,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_DIABTS,PER_100000_POP,8.6
2012,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_DIABTS,PER_100000_POP,5.4
2013,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_DIABTS,PER_100000_POP,13.3
2014,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_DIABTS,PER_100000_POP,7.8
2015,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_DIABTS,PER_100000_POP,6.2
2016,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_DIABTS,PER_100000_POP,9.0
2017,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_DIABTS,PER_100000_POP,11.9
2018,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_DIABTS,PER_100000_POP,9.5
2019,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_DIABTS,PER_100000_POP,9.5
2007,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CRESPD,PER_100000_POP,39.7
2008,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CRESPD,PER_100000_POP,38.5
2009,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CRESPD,PER_100000_POP,32.7
2010,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CRESPD,PER_100000_POP,30.4
2011,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CRESPD,PER_100000_POP,27.1
2012,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CRESPD,PER_100000_POP,26.1
2013,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CRESPD,PER_100000_POP,21.2
2014,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CRESPD,PER_100000_POP,21.6
2015,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CRESPD,PER_100000_POP,18.9
2016,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CRESPD,PER_100000_POP,19.0
2017,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CRESPD,PER_100000_POP,17.6
2018,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CRESPD,PER_100000_POP,16.3
2019,A,0,C,A,N,SH_DTH_NCOM,KG,NCD_CRESPD,PER_100000_POP,16.4
2007,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CRESPD,PER_100000_POP,43.2
2008,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CRESPD,PER_100000_POP,45.0
2009,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CRESPD,PER_100000_POP,36.7
2010,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CRESPD,PER_100000_POP,31.1
2011,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CRESPD,PER_100000_POP,28.3
2012,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CRESPD,PER_100000_POP,15.0
2013,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CRESPD,PER_100000_POP,16.2
2014,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CRESPD,PER_100000_POP,15.6
2015,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CRESPD,PER_100000_POP,17.3
2016,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CRESPD,PER_100000_POP,16.5
2017,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CRESPD,PER_100000_POP,16.9
2018,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CRESPD,PER_100000_POP,14.2
2019,A,0,C,A,N,SH_DTH_NCOM,KG05,NCD_CRESPD,PER_100000_POP,9.8
2007,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CRESPD,PER_100000_POP,29.6
2008,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CRESPD,PER_100000_POP,31.4
2009,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CRESPD,PER_100000_POP,27.4
2010,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CRESPD,PER_100000_POP,27.0
2011,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CRESPD,PER_100000_POP,20.4
2012,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CRESPD,PER_100000_POP,21.0
2013,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CRESPD,PER_100000_POP,17.2
2014,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CRESPD,PER_100000_POP,22.9
2015,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CRESPD,PER_100000_POP,20.4
2016,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CRESPD,PER_100000_POP,15.9
2017,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CRESPD,PER_100000_POP,16.0
2018,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CRESPD,PER_100000_POP,16.2
2019,A,0,C,A,N,SH_DTH_NCOM,KG03,NCD_CRESPD,PER_100000_POP,15.7
2007,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CRESPD,PER_100000_POP,91.7
2008,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CRESPD,PER_100000_POP,91.4
2009,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CRESPD,PER_100000_POP,73.3
2010,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CRESPD,PER_100000_POP,70.2
2011,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CRESPD,PER_100000_POP,63.0
2012,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CRESPD,PER_100000_POP,67.7
2013,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CRESPD,PER_100000_POP,51.5
2014,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CRESPD,PER_100000_POP,46.2
2015,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CRESPD,PER_100000_POP,40.9
2016,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CRESPD,PER_100000_POP,45.8
2017,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CRESPD,PER_100000_POP,43.8
2018,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CRESPD,PER_100000_POP,34.5
2019,A,0,C,A,N,SH_DTH_NCOM,KG02,NCD_CRESPD,PER_100000_POP,38.3
2007,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CRESPD,PER_100000_POP,105.8
2008,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CRESPD,PER_100000_POP,101.9
2009,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CRESPD,PER_100000_POP,88.7
2010,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CRESPD,PER_100000_POP,83.6
2011,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CRESPD,PER_100000_POP,78.5
2012,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CRESPD,PER_100000_POP,88.9
2013,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CRESPD,PER_100000_POP,82.3
2014,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CRESPD,PER_100000_POP,75.5
2015,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CRESPD,PER_100000_POP,63.4
2016,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CRESPD,PER_100000_POP,61.9
2017,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CRESPD,PER_100000_POP,47.4
2018,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CRESPD,PER_100000_POP,40.3
2019,A,0,C,A,N,SH_DTH_NCOM,KG04,NCD_CRESPD,PER_100000_POP,49.6
2007,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CRESPD,PER_100000_POP,39.5
2008,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CRESPD,PER_100000_POP,40.1
2009,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CRESPD,PER_100000_POP,36.4
2010,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CRESPD,PER_100000_POP,35.1
2011,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CRESPD,PER_100000_POP,29.3
2012,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CRESPD,PER_100000_POP,25.7
2013,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CRESPD,PER_100000_POP,20.8
2014,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CRESPD,PER_100000_POP,22.2
2015,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CRESPD,PER_100000_POP,17.9
2016,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CRESPD,PER_100000_POP,20.3
2017,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CRESPD,PER_100000_POP,17.2
2018,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CRESPD,PER_100000_POP,18.6
2019,A,0,C,A,N,SH_DTH_NCOM,KG06,NCD_CRESPD,PER_100000_POP,18.3
2007,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CRESPD,PER_100000_POP,26.0
2008,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CRESPD,PER_100000_POP,20.4
2009,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CRESPD,PER_100000_POP,17.1
2010,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CRESPD,PER_100000_POP,15.2
2011,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CRESPD,PER_100000_POP,17.6
2012,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CRESPD,PER_100000_POP,29.1
2013,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CRESPD,PER_100000_POP,14.5
2014,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CRESPD,PER_100000_POP,17.5
2015,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CRESPD,PER_100000_POP,14.4
2016,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CRESPD,PER_100000_POP,13.8
2017,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CRESPD,PER_100000_POP,12.1
2018,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CRESPD,PER_100000_POP,13.0
2019,A,0,C,A,N,SH_DTH_NCOM,KG07,NCD_CRESPD,PER_100000_POP,11.7
2007,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CRESPD,PER_100000_POP,38.0
2008,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CRESPD,PER_100000_POP,32.8
2009,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CRESPD,PER_100000_POP,24.7
2010,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CRESPD,PER_100000_POP,21.7
2011,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CRESPD,PER_100000_POP,24.3
2012,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CRESPD,PER_100000_POP,19.1
2013,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CRESPD,PER_100000_POP,16.9
2014,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CRESPD,PER_100000_POP,13.5
2015,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CRESPD,PER_100000_POP,12.7
2016,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CRESPD,PER_100000_POP,14.2
2017,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CRESPD,PER_100000_POP,14.7
2018,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CRESPD,PER_100000_POP,13.6
2019,A,0,C,A,N,SH_DTH_NCOM,KG08,NCD_CRESPD,PER_100000_POP,11.9
2007,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CRESPD,PER_100000_POP,12.0
2008,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CRESPD,PER_100000_POP,9.2
2009,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CRESPD,PER_100000_POP,8.7
2010,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CRESPD,PER_100000_POP,7.6
2011,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CRESPD,PER_100000_POP,6.8
2012,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CRESPD,PER_100000_POP,7.0
2013,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CRESPD,PER_100000_POP,4.9
2014,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CRESPD,PER_100000_POP,6.5
2015,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CRESPD,PER_100000_POP,5.2
2016,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CRESPD,PER_100000_POP,4.8
2017,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CRESPD,PER_100000_POP,4.3
2018,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CRESPD,PER_100000_POP,5.0
2019,A,0,C,A,N,SH_DTH_NCOM,KG11,NCD_CRESPD,PER_100000_POP,5.1
2007,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CRESPD,PER_100000_POP,23.8
2008,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CRESPD,PER_100000_POP,23.3
2009,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CRESPD,PER_100000_POP,22.0
2010,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CRESPD,PER_100000_POP,17.1
2011,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CRESPD,PER_100000_POP,12.9
2012,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CRESPD,PER_100000_POP,15.1
2013,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CRESPD,PER_100000_POP,8.4
2014,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CRESPD,PER_100000_POP,10.1
2015,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CRESPD,PER_100000_POP,9.9
2016,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CRESPD,PER_100000_POP,11.1
2017,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CRESPD,PER_100000_POP,13.0
2018,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CRESPD,PER_100000_POP,7.1
2019,A,0,C,A,N,SH_DTH_NCOM,KG21,NCD_CRESPD,PER_100000_POP,11.1
