Year,Observation status,Unit multiplier,Nature of data points,Frequency of observation,Reporting type,SERIES,Reference area,Sex,UNIT_MEASURE,Value
2019,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Chui,Female,"Per 100,000 population",8
2007,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Chui,Male,"Per 100,000 population",59
2008,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Chui,Male,"Per 100,000 population",79
2009,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Chui,Male,"Per 100,000 population",35
2010,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Chui,Male,"Per 100,000 population",43
2011,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Chui,Male,"Per 100,000 population",42
2012,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Chui,Male,"Per 100,000 population",46
2013,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Chui,Male,"Per 100,000 population",38
2014,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Chui,Male,"Per 100,000 population",31
2015,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Chui,Male,"Per 100,000 population",25
2016,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Chui,Male,"Per 100,000 population",41
2017,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Chui,Male,"Per 100,000 population",31
2018,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Chui,Male,"Per 100,000 population",35
2019,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Chui,Male,"Per 100,000 population",32
2007,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),,"Per 100,000 population",32
2008,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),,"Per 100,000 population",34
2009,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),,"Per 100,000 population",18
2010,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),,"Per 100,000 population",9
2011,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),,"Per 100,000 population",23
2012,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),,"Per 100,000 population",26
2013,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),,"Per 100,000 population",19
2014,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),,"Per 100,000 population",19
2015,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),,"Per 100,000 population",11
2016,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),,"Per 100,000 population",15
2017,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),,"Per 100,000 population",9
2018,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),,"Per 100,000 population",13
2019,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),,"Per 100,000 population",4
2007,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),Female,"Per 100,000 population",23
2008,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),Female,"Per 100,000 population",27
2009,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),Female,"Per 100,000 population",11
2010,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),Female,"Per 100,000 population",4
2011,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),Female,"Per 100,000 population",11
2012,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),Female,"Per 100,000 population",15
2013,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),Female,"Per 100,000 population",14
2014,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),Female,"Per 100,000 population",12
2015,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),Female,"Per 100,000 population",4
2016,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),Female,"Per 100,000 population",15
2017,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),Female,"Per 100,000 population",4
2018,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),Female,"Per 100,000 population",7
2019,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),Female,"Per 100,000 population",2
2007,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),Male,"Per 100,000 population",42
2008,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),Male,"Per 100,000 population",42
2009,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),Male,"Per 100,000 population",26
2010,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),Male,"Per 100,000 population",15
2011,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),Male,"Per 100,000 population",37
2012,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),Male,"Per 100,000 population",39
2013,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),Male,"Per 100,000 population",24
2014,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),Male,"Per 100,000 population",28
2015,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),Male,"Per 100,000 population",18
2016,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),Male,"Per 100,000 population",15
2017,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),Male,"Per 100,000 population",15
2018,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),Male,"Per 100,000 population",19
2019,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Bishkek (city),Male,"Per 100,000 population",6
2007,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Osh (city),,"Per 100,000 population",4
2011,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Osh (city),,"Per 100,000 population",4
2012,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Osh (city),,"Per 100,000 population",12
2015,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Osh (city),,"Per 100,000 population",4
2019,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Osh (city),,"Per 100,000 population",10
2007,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Osh (city),Female,"Per 100,000 population",7
2012,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Osh (city),Female,"Per 100,000 population",15
2011,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Osh (city),Male,"Per 100,000 population",8
2012,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Osh (city),Male,"Per 100,000 population",8
2015,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Osh (city),Male,"Per 100,000 population",8
2019,Normal value,Units,Country Data,Annual,National,Mortality from the toxic effect of carbon monoxide per 100 000 population,Osh (city),Male,"Per 100,000 population",20
