Year,Observation status,Unit multiplier,Nature of data points,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Value
2016,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Naryn,Percent,98.1
2017,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Naryn,Percent,97.0
2018,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Naryn,Percent,97.646444
2019,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Naryn,Percent,98.140747
2007,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Osh,Percent,98.9
2008,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Osh,Percent,99.5
2009,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Osh,Percent,99.8
2010,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Osh,Percent,99.7
2011,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Osh,Percent,94.7
2012,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Osh,Percent,96.6
2013,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Osh,Percent,97.9
2014,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Osh,Percent,96.1
2015,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Osh,Percent,99.0
2016,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Osh,Percent,99.2
2017,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Osh,Percent,96.8
2018,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Osh,Percent,98.10916
2019,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Osh,Percent,99.619945
2007,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Talas,Percent,98.6
2008,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Talas,Percent,99.2
2009,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Talas,Percent,97.6
2010,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Talas,Percent,97.1
2011,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Talas,Percent,97.7
2012,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Talas,Percent,98.8
2013,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Talas,Percent,97.7
2014,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Talas,Percent,94.3
2015,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Talas,Percent,97.1
2016,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Talas,Percent,97.0
2017,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Talas,Percent,95.6
2018,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Talas,Percent,98.413291
2019,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Talas,Percent,95.974889
2007,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Chui,Percent,99.1
2008,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Chui,Percent,97.4
2009,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Chui,Percent,98.7
2010,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Chui,Percent,96.4
2011,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Chui,Percent,97.1
2012,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Chui,Percent,96.4
2013,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Chui,Percent,99.3
2014,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Chui,Percent,96.5
2015,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Chui,Percent,98.6
2016,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Chui,Percent,95.0
2017,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Chui,Percent,96.3
2018,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Chui,Percent,97.43813
2019,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Chui,Percent,99.450649
2007,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Bishkek (city),Percent,99.8
2008,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Bishkek (city),Percent,99.9
2009,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Bishkek (city),Percent,98.6
2010,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Bishkek (city),Percent,99.0
2011,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Bishkek (city),Percent,97.4
2012,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Bishkek (city),Percent,97.7
2013,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Bishkek (city),Percent,98.4
2014,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Bishkek (city),Percent,95.6
2015,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Bishkek (city),Percent,99.8
2016,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Bishkek (city),Percent,95.1
2017,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Bishkek (city),Percent,91.7
2018,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Bishkek (city),Percent,96.281062
2019,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Bishkek (city),Percent,96.444387
2007,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Osh (city),Percent,98.8
2008,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Osh (city),Percent,98.9
2009,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Osh (city),Percent,98.2
2010,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Osh (city),Percent,97.4
2011,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Osh (city),Percent,99.7
2012,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Osh (city),Percent,98.1
2013,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Osh (city),Percent,98.7
2014,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Osh (city),Percent,99.9
2015,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Osh (city),Percent,99.7
2016,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Osh (city),Percent,96.8
2017,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Osh (city),Percent,97.7
2018,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Osh (city),Percent,99.425085
2019,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to measles-containing-vaccine second-dose (MCV2),Osh (city),Percent,97.981883
2015,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Kyrgyzstan,Percent,96.8
2016,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Kyrgyzstan,Percent,97.2
2017,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Kyrgyzstan,Percent,94.2
2018,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Kyrgyzstan,Percent,92.0
2019,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Kyrgyzstan,Percent,95.083643
2015,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Batken,Percent,97.3
2016,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Batken,Percent,99.3
2017,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Batken,Percent,96.3
2018,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Batken,Percent,94.6
2019,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Batken,Percent,99.597512
2015,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Jalal-Abad,Percent,97.3
2016,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Jalal-Abad,Percent,95.9
2017,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Jalal-Abad,Percent,94.5
2018,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Jalal-Abad,Percent,93.8
2019,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Jalal-Abad,Percent,90.089857
2015,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Issyk-Kul,Percent,98.2
2016,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Issyk-Kul,Percent,96.4
2017,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Issyk-Kul,Percent,96.3
2018,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Issyk-Kul,Percent,95.0
2019,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Issyk-Kul,Percent,94.992818
2015,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Naryn,Percent,96.8
2016,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Naryn,Percent,96.7
2017,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Naryn,Percent,97.0
2018,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Naryn,Percent,95.1
2019,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Naryn,Percent,97.283381
2015,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Osh,Percent,96.3
2016,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Osh,Percent,98.8
2017,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Osh,Percent,97.2
2018,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Osh,Percent,92.1
2019,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Osh,Percent,98.41451
2015,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Talas,Percent,97.2
2016,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Talas,Percent,96.1
2017,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Talas,Percent,94.0
2018,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Talas,Percent,96.0
2019,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Talas,Percent,94.297841
2015,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Chui,Percent,97.6
2016,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Chui,Percent,98.7
2017,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Chui,Percent,92.6
2018,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Chui,Percent,92.1
2019,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Chui,Percent,94.916128
2015,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Bishkek (city),Percent,95.0
2016,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Bishkek (city),Percent,94.8
2017,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Bishkek (city),Percent,90.4
2018,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Bishkek (city),Percent,83.4
2019,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Bishkek (city),Percent,93.823491
2015,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Osh (city),Percent,97.9
2016,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Osh (city),Percent,96.8
2017,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Osh (city),Percent,90.0
2018,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Osh (city),Percent,93.9
2019,Normal value,Units,Country Data,Annual,National,Proportion of the target population with access to pneumococcal conjugate 3rd dose (PCV3),Osh (city),Percent,95.896254
