Year,Observation status,Unit multiplier,Nature of data points,Frequency of observation,Reporting type,SERIES,Reference area,Sex,UNIT_MEASURE,Value
2009,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh,,"Per 100,000 population",7.48076
2010,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh,,"Per 100,000 population",8.360245
2011,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh,,"Per 100,000 population",6.407336
2012,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh,,"Per 100,000 population",4.222387
2013,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh,,"Per 100,000 population",5.1
2014,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh,,"Per 100,000 population",6.3
2015,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh,,"Per 100,000 population",3.5
2016,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh,,"Per 100,000 population",4.6
2017,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh,,"Per 100,000 population",5.9
2018,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh,,"Per 100,000 population",4.442955
2019,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh,,"Per 100,000 population",3.763954
2007,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh,Female,"Per 100,000 population",3.920595
2008,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh,Female,"Per 100,000 population",3.504507
2009,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh,Female,"Per 100,000 population",5.269824
2010,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh,Female,"Per 100,000 population",6.451682
2011,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh,Female,"Per 100,000 population",5.833243
2012,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh,Female,"Per 100,000 population",3.298262
2013,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh,Female,"Per 100,000 population",4.6
2014,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh,Female,"Per 100,000 population",5.0
2015,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh,Female,"Per 100,000 population",2.6
2016,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh,Female,"Per 100,000 population",2.4
2017,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh,Female,"Per 100,000 population",5.3
2018,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh,Female,"Per 100,000 population",3.043862
2019,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh,Female,"Per 100,000 population",2.238799
2007,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh,Male,"Per 100,000 population",3.67543
2008,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh,Male,"Per 100,000 population",4.720552
2009,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh,Male,"Per 100,000 population",9.65648
2010,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh,Male,"Per 100,000 population",10.240565
2011,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh,Male,"Per 100,000 population",6.973549
2012,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh,Male,"Per 100,000 population",5.133295
2013,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh,Male,"Per 100,000 population",5.5
2014,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh,Male,"Per 100,000 population",7.7
2015,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh,Male,"Per 100,000 population",4.5
2016,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh,Male,"Per 100,000 population",6.8
2017,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh,Male,"Per 100,000 population",6.5
2018,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh,Male,"Per 100,000 population",5.813217
2019,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh,Male,"Per 100,000 population",5.255812
2007,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,,"Per 100,000 population",7.635028
2008,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,,"Per 100,000 population",5.776699
2009,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,,"Per 100,000 population",4.832
2010,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,,"Per 100,000 population",11.284379
2011,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,,"Per 100,000 population",8.134502
2012,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,,"Per 100,000 population",8.424032
2013,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,,"Per 100,000 population",7.9
2014,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,,"Per 100,000 population",6.5
2015,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,,"Per 100,000 population",5.2
2016,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,,"Per 100,000 population",6.3
2017,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,,"Per 100,000 population",3.9
2018,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,,"Per 100,000 population",2.679877
2019,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,,"Per 100,000 population",1.883977
2007,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,Female,"Per 100,000 population",10.776346
2008,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,Female,"Per 100,000 population",7.11383
2009,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,Female,"Per 100,000 population",3.520042
2010,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,Female,"Per 100,000 population",13.05733
2011,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,Female,"Per 100,000 population",6.020884
2012,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,Female,"Per 100,000 population",6.779718
2013,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,Female,"Per 100,000 population",5.0
2014,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,Female,"Per 100,000 population",5.8
2015,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,Female,"Per 100,000 population",2.4
2016,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,Female,"Per 100,000 population",5.6
2017,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,Female,"Per 100,000 population",1.6
2018,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,Female,"Per 100,000 population",3.096263
2019,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,Female,"Per 100,000 population",1.524239
2007,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,Male,"Per 100,000 population",4.492242
2008,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,Male,"Per 100,000 population",4.441089
2009,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,Male,"Per 100,000 population",6.139597
2010,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,Male,"Per 100,000 population",9.521419
2011,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,Male,"Per 100,000 population",10.22922
2012,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,Male,"Per 100,000 population",10.048821
2013,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,Male,"Per 100,000 population",10.7
2014,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,Male,"Per 100,000 population",7.3
2015,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,Male,"Per 100,000 population",8.0
2016,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,Male,"Per 100,000 population",7.0
2017,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,Male,"Per 100,000 population",6.2
2018,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,Male,"Per 100,000 population",2.272417
2019,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Talas,Male,"Per 100,000 population",2.235753
2007,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,,"Per 100,000 population",12.255614
2008,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,,"Per 100,000 population",13.153626
2009,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,,"Per 100,000 population",11.182041
2010,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,,"Per 100,000 population",6.530648
2011,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,,"Per 100,000 population",10.259855
2012,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,,"Per 100,000 population",8.790298
2013,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,,"Per 100,000 population",6.6
2014,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,,"Per 100,000 population",6.5
2015,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,,"Per 100,000 population",5.8
2016,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,,"Per 100,000 population",5.4
2017,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,,"Per 100,000 population",4.8
2018,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,,"Per 100,000 population",6.334346
2019,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,,"Per 100,000 population",5.049926
2007,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,Female,"Per 100,000 population",9.181073
2008,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,Female,"Per 100,000 population",8.612184
2009,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,Female,"Per 100,000 population",7.080216
2010,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,Female,"Per 100,000 population",6.056436
2011,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,Female,"Per 100,000 population",8.891004
2012,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,Female,"Per 100,000 population",7.112005
2013,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,Female,"Per 100,000 population",6.3
2014,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,Female,"Per 100,000 population",3.9
2015,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,Female,"Per 100,000 population",4.7
2016,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,Female,"Per 100,000 population",4.2
2017,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,Female,"Per 100,000 population",2.6
2018,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,Female,"Per 100,000 population",4.864719
2019,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,Female,"Per 100,000 population",3.731746
2007,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,Male,"Per 100,000 population",15.445168
2008,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,Male,"Per 100,000 population",17.863614
2009,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,Male,"Per 100,000 population",15.432489
2010,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,Male,"Per 100,000 population",7.021521
2011,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,Male,"Per 100,000 population",11.674872
2012,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,Male,"Per 100,000 population",10.522735
2013,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,Male,"Per 100,000 population",7.0
2014,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,Male,"Per 100,000 population",9.2
2015,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,Male,"Per 100,000 population",6.9
2016,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,Male,"Per 100,000 population",6.6
2017,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,Male,"Per 100,000 population",7.1
2018,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,Male,"Per 100,000 population",7.849328
2019,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Chui,Male,"Per 100,000 population",6.408052
2007,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),,"Per 100,000 population",19.444499
2008,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),,"Per 100,000 population",16.559633
2009,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),,"Per 100,000 population",18.582512
2010,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),,"Per 100,000 population",17.465079
2011,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),,"Per 100,000 population",16.607541
2012,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),,"Per 100,000 population",17.864088
2013,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),,"Per 100,000 population",10.1
2014,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),,"Per 100,000 population",9.5
2015,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),,"Per 100,000 population",7.9
2016,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),,"Per 100,000 population",10.1
2017,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),,"Per 100,000 population",10.1
2018,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),,"Per 100,000 population",8.968212
2019,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),,"Per 100,000 population",5.189414
2007,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),Female,"Per 100,000 population",15.310366
2008,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),Female,"Per 100,000 population",11.046411
2009,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),Female,"Per 100,000 population",10.882674
2010,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),Female,"Per 100,000 population",9.84267
2011,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),Female,"Per 100,000 population",10.76723
2012,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),Female,"Per 100,000 population",7.817766
2013,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),Female,"Per 100,000 population",7.4
2014,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),Female,"Per 100,000 population",7.1
2015,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),Female,"Per 100,000 population",4.6
2016,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),Female,"Per 100,000 population",7.0
2017,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),Female,"Per 100,000 population",7.6
2018,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),Female,"Per 100,000 population",5.929539
2019,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),Female,"Per 100,000 population",2.894948
2007,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),Male,"Per 100,000 population",24.204157
2008,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),Male,"Per 100,000 population",22.932791
2009,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),Male,"Per 100,000 population",27.489325
2010,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),Male,"Per 100,000 population",26.266739
2011,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),Male,"Per 100,000 population",23.342207
2012,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),Male,"Per 100,000 population",29.427859
2013,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),Male,"Per 100,000 population",13.1
2014,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),Male,"Per 100,000 population",12.3
2015,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),Male,"Per 100,000 population",11.8
2016,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),Male,"Per 100,000 population",13.7
2017,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),Male,"Per 100,000 population",12.9
2018,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),Male,"Per 100,000 population",12.420425
2019,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Bishkek (city),Male,"Per 100,000 population",7.788593
2007,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),,"Per 100,000 population",40.964579
2008,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),,"Per 100,000 population",24.854562
2009,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),,"Per 100,000 population",23.592385
2010,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),,"Per 100,000 population",13.593447
2011,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),,"Per 100,000 population",19.152071
2012,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),,"Per 100,000 population",29.440248
2013,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),,"Per 100,000 population",21.3
2014,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),,"Per 100,000 population",24.7
2015,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),,"Per 100,000 population",22.3
2016,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),,"Per 100,000 population",14.0
2017,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),,"Per 100,000 population",4.9
2018,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),,"Per 100,000 population",7.479508
2019,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),,"Per 100,000 population",4.575268
2007,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),Female,"Per 100,000 population",35.243744
2008,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),Female,"Per 100,000 population",19.402116
2009,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),Female,"Per 100,000 population",14.139324
2010,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),Female,"Per 100,000 population",11.947431
2011,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),Female,"Per 100,000 population",11.255262
2012,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),Female,"Per 100,000 population",20.837209
2013,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),Female,"Per 100,000 population",12.4
2014,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),Female,"Per 100,000 population",20.9
2015,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),Female,"Per 100,000 population",14.9
2016,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),Female,"Per 100,000 population",12.5
2017,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),Female,"Per 100,000 population",4.1
2018,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),Female,"Per 100,000 population",3.953533
2019,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),Female,"Per 100,000 population",2.537202
2007,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),Male,"Per 100,000 population",47.169044
2008,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),Male,"Per 100,000 population",30.771224
2009,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),Male,"Per 100,000 population",33.821599
2010,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),Male,"Per 100,000 population",15.377518
2011,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),Male,"Per 100,000 population",27.737893
2012,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),Male,"Per 100,000 population",38.780044
2013,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),Male,"Per 100,000 population",30.9
2014,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),Male,"Per 100,000 population",28.7
2015,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),Male,"Per 100,000 population",30.4
2016,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),Male,"Per 100,000 population",15.6
2017,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),Male,"Per 100,000 population",5.8
2018,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),Male,"Per 100,000 population",11.238007
2019,Normal value,Units,Country Data,Annual,National,Prevalence of hepatitis B surface antigen (HBsAg),Osh (city),Male,"Per 100,000 population",6.741316
