Year,Observation status,Unit multiplier,Nature of data points,Frequency of observation,Reporting type,SERIES,Reference area,Sex,UNIT_MEASURE,Value
2007,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,,Percent,54.795253
2008,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,,Percent,51.255766
2009,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,,Percent,30.489664
2010,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,,Percent,39.786743
2011,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,,Percent,28.308799
2012,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,,Percent,61.47541
2013,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,,Percent,50.052399
2014,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,,Percent,39.493821
2015,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,,Percent,52.914295
2016,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,,Percent,20.676602
2017,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,,Percent,14.895483
2018,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,,Percent,27.829162
2019,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,,Percent,26.166728
2007,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,Female,Percent,54.193199
2008,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,Female,Percent,26.478376
2009,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,Female,Percent,15.113046
2010,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,Female,Percent,18.584482
2011,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,Female,Percent,15.769886
2012,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,Female,Percent,29.823149
2013,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,Female,Percent,27.034334
2014,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,Female,Percent,22.348509
2015,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,Female,Percent,15.284911
2016,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,Female,Percent,9.59785
2017,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,Female,Percent,13.31425
2018,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,Female,Percent,9.651889
2019,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,Female,Percent,18.453022
2007,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,Male,Percent,55.381207
2008,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,Male,Percent,74.490978
2009,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,Male,Percent,46.136811
2010,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,Male,Percent,62.193126
2011,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,Male,Percent,42.334015
2012,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,Male,Percent,96.960781
2013,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,Male,Percent,75.060375
2014,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,Male,Percent,57.730838
2015,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,Male,Percent,94.425522
2016,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,Male,Percent,31.629555
2017,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,Male,Percent,16.45928
2018,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,Male,Percent,46.65889
2019,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Chui,Male,Percent,33.895171
2007,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),,Percent,25.544578
2008,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),,Percent,35.587189
2009,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),,Percent,27.549559
2010,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),,Percent,172.396125
2011,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),,Percent,26.428883
2012,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),,Percent,21.074932
2013,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),,Percent,47.614038
2014,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),,Percent,34.362547
2015,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),,Percent,20.034504
2016,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),,Percent,30.786654
2017,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),,Percent,28.115403
2018,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),,Percent,34.548189
2019,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),,Percent,37.950088
2007,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),Female,Percent,13.871389
2008,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),Female,Percent,27.298253
2009,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),Female,Percent,18.177412
2010,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),Female,Percent,36.051626
2011,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),Female,Percent,21.926886
2012,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),Female,Percent,15.309916
2013,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),Female,Percent,31.064217
2014,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),Female,Percent,30.258167
2015,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),Female,Percent,14.949598
2016,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),Female,Percent,33.905848
2017,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),Female,Percent,31.034376
2018,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),Female,Percent,33.577192
2019,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),Female,Percent,24.386199
2007,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),Male,Percent,39.954338
2008,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),Male,Percent,44.11057
2009,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),Male,Percent,37.118606
2010,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),Male,Percent,309.616245
2011,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),Male,Percent,30.44769
2012,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),Male,Percent,27.007258
2013,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),Male,Percent,65.319032
2014,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),Male,Percent,38.683839
2015,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),Male,Percent,25.568908
2016,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),Male,Percent,27.42293
2017,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),Male,Percent,24.919295
2018,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),Male,Percent,35.610158
2019,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Bishkek (city),Male,Percent,52.570155
2007,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Osh (city),,Percent,7.896399
2008,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Osh (city),,Percent,20.263425
2009,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Osh (city),,Percent,13.09209
2010,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Osh (city),,Percent,84.274841
2011,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Osh (city),,Percent,47.337278
2012,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Osh (city),,Percent,5.333333
2013,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Osh (city),,Percent,35.351063
2014,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Osh (city),,Percent,12.94733
2015,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Osh (city),,Percent,2.512879
2016,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Osh (city),,Percent,12.46137
2017,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Osh (city),,Percent,5.105036
2018,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Osh (city),,Percent,2.617458
2019,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Osh (city),,Percent,7.705545
2009,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Osh (city),Female,Percent,16.408686
2010,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Osh (city),Female,Percent,33.337037
2011,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Osh (city),Female,Percent,5.502972
2013,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Osh (city),Female,Percent,5.457919
2014,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Osh (city),Female,Percent,5.139538
2015,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Osh (city),Female,Percent,5.105948
2007,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Osh (city),Male,Percent,15.438452
2008,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Osh (city),Male,Percent,40.178796
2009,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Osh (city),Male,Percent,10.046213
2010,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Osh (city),Male,Percent,130.175737
2011,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Osh (city),Male,Percent,85.629376
2012,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Osh (city),Male,Percent,10.400416
2013,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Osh (city),Male,Percent,65.033601
2014,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Osh (city),Male,Percent,20.875737
2016,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Osh (city),Male,Percent,25.440114
2017,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Osh (city),Male,Percent,10.756736
2018,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Osh (city),Male,Percent,5.567309
2019,Normal value,Hundreds of thousands,Country Data,Annual,National,Non-fatal occupational injuries among employees (rate),Osh (city),Male,Percent,15.828629
2007,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Kyrgyzstan,,Percent,4.792995
2008,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Kyrgyzstan,,Percent,4.826447
2009,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Kyrgyzstan,,Percent,5.057444
2010,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Kyrgyzstan,,Percent,6.148875
2011,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Kyrgyzstan,,Percent,4.517259
2012,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Kyrgyzstan,,Percent,4.781357
2013,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Kyrgyzstan,,Percent,5.835186
2014,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Kyrgyzstan,,Percent,3.602017
2015,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Kyrgyzstan,,Percent,4.103205
2016,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Kyrgyzstan,,Percent,5.048044
2017,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Kyrgyzstan,,Percent,6.691124
2018,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Kyrgyzstan,,Percent,1.516867
2019,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Kyrgyzstan,,Percent,2.932863
2007,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Kyrgyzstan,Female,Percent,0.777454
2008,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Kyrgyzstan,Female,Percent,0.411186
2009,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Kyrgyzstan,Female,Percent,1.629361
2010,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Kyrgyzstan,Female,Percent,0.825627
2011,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Kyrgyzstan,Female,Percent,0.403146
2013,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Kyrgyzstan,Female,Percent,0.764608
2014,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Kyrgyzstan,Female,Percent,1.134662
2015,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Kyrgyzstan,Female,Percent,0.729733
2016,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Kyrgyzstan,Female,Percent,0.364109
2018,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Kyrgyzstan,Female,Percent,0.355105
2019,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Kyrgyzstan,Female,Percent,0.0
2007,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Kyrgyzstan,Male,Percent,9.433242
2008,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Kyrgyzstan,Male,Percent,9.428221
2009,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Kyrgyzstan,Male,Percent,8.731604
2010,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Kyrgyzstan,Male,Percent,11.770296
2011,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Kyrgyzstan,Male,Percent,8.78764
2012,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Kyrgyzstan,Male,Percent,9.937867
2013,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Kyrgyzstan,Male,Percent,11.469205
2014,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Kyrgyzstan,Male,Percent,6.37419
2015,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Kyrgyzstan,Male,Percent,7.992529
2016,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Kyrgyzstan,Male,Percent,10.398988
2017,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Kyrgyzstan,Male,Percent,14.357973
2018,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Kyrgyzstan,Male,Percent,2.84789
2019,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Kyrgyzstan,Male,Percent,6.237574
2007,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Batken,,Percent,3.728144
2008,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Batken,,Percent,4.071661
2009,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Batken,,Percent,21.645959
2010,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Batken,,Percent,15.755475
2011,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Batken,,Percent,13.845621
2012,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Batken,,Percent,10.351253
2013,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Batken,,Percent,12.475439
2014,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Batken,,Percent,2.86574
2015,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Batken,,Percent,17.705905
2016,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Batken,,Percent,20.716188
2017,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Batken,,Percent,11.266019
2018,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Batken,,Percent,2.849977
2019,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Batken,,Percent,14.151477
2007,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Batken,Male,Percent,7.11187
2008,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Batken,Male,Percent,7.190106
2009,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Batken,Male,Percent,41.52479
2010,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Batken,Male,Percent,28.176951
2011,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Batken,Male,Percent,26.668445
2012,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Batken,Male,Percent,20.19794
2013,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Batken,Male,Percent,23.565453
2014,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Batken,Male,Percent,6.255865
2015,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Batken,Male,Percent,38.56289
2016,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Batken,Male,Percent,43.859649
2017,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Batken,Male,Percent,24.816975
2018,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Batken,Male,Percent,6.485505
2019,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Batken,Male,Percent,32.036907
2007,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Jalal-Abad,,Percent,3.583972
2008,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Jalal-Abad,,Percent,4.534393
2009,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Jalal-Abad,,Percent,3.352498
2010,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Jalal-Abad,,Percent,1.65191
2011,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Jalal-Abad,,Percent,4.722773
2012,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Jalal-Abad,,Percent,9.200055
2013,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Jalal-Abad,,Percent,9.390847
2014,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Jalal-Abad,,Percent,3.023614
2015,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Jalal-Abad,,Percent,2.776081
2016,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Jalal-Abad,,Percent,1.395557
2017,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Jalal-Abad,,Percent,13.231714
2013,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Jalal-Abad,Female,Percent,2.833263
2007,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Jalal-Abad,Male,Percent,7.714264
2008,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Jalal-Abad,Male,Percent,9.484367
2009,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Jalal-Abad,Male,Percent,7.03705
2010,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Jalal-Abad,Male,Percent,3.454351
2011,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Jalal-Abad,Male,Percent,10.300783
2012,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Jalal-Abad,Male,Percent,20.34381
2013,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Jalal-Abad,Male,Percent,17.484352
2014,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Jalal-Abad,Male,Percent,6.547716
2015,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Jalal-Abad,Male,Percent,6.146848
2016,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Jalal-Abad,Male,Percent,3.084611
2017,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Jalal-Abad,Male,Percent,29.022521
2007,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Issyk-Kul,,Percent,13.136807
2008,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Issyk-Kul,,Percent,2.646273
2009,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Issyk-Kul,,Percent,16.290182
2010,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Issyk-Kul,,Percent,7.840063
2011,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Issyk-Kul,,Percent,2.596189
2012,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Issyk-Kul,,Percent,5.463287
2014,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Issyk-Kul,,Percent,2.655901
2015,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Issyk-Kul,,Percent,7.797879
2016,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Issyk-Kul,,Percent,10.529918
2017,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Issyk-Kul,,Percent,7.956927
2018,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Issyk-Kul,,Percent,2.535947
2019,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Issyk-Kul,,Percent,7.904722
2007,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Issyk-Kul,Female,Percent,5.253204
2009,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Issyk-Kul,Female,Percent,16.760713
2010,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Issyk-Kul,Female,Percent,5.038799
2007,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Issyk-Kul,Male,Percent,21.024967
2008,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Issyk-Kul,Male,Percent,5.302789
2009,Normal value,Hundreds of thousands,Country Data,Annual,National,Fatal occupational injuries among employees (rate),Issyk-Kul,Male,Percent,15.845349
