Year,Observation status,Unit multiplier,Nature of data points,Frequency of observation,Reporting type,SERIES,Reference area,Sex,UNIT_MEASURE,Value
2017,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,,"Per 100,000 population",73.9
2018,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,,"Per 100,000 population",59.722977
2019,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,,"Per 100,000 population",56.142519
2007,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,Female,"Per 100,000 population",86.911498
2008,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,Female,"Per 100,000 population",90.931636
2009,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,Female,"Per 100,000 population",76.560919
2010,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,Female,"Per 100,000 population",87.0
2011,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,Female,"Per 100,000 population",90.313258
2012,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,Female,"Per 100,000 population",85.593946
2013,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,Female,"Per 100,000 population",89.3
2014,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,Female,"Per 100,000 population",89.6
2015,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,Female,"Per 100,000 population",81.0
2016,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,Female,"Per 100,000 population",67.0
2017,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,Female,"Per 100,000 population",66.0
2018,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,Female,"Per 100,000 population",46.443942
2019,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,Female,"Per 100,000 population",44.202937
2007,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,Male,"Per 100,000 population",132.527127
2008,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,Male,"Per 100,000 population",106.730401
2009,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,Male,"Per 100,000 population",121.037767
2010,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,Male,"Per 100,000 population",124.6
2011,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,Male,"Per 100,000 population",125.307942
2012,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,Male,"Per 100,000 population",108.024821
2013,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,Male,"Per 100,000 population",123.4
2014,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,Male,"Per 100,000 population",114.1
2015,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,Male,"Per 100,000 population",110.5
2016,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,Male,"Per 100,000 population",100.1
2017,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,Male,"Per 100,000 population",81.6
2018,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,Male,"Per 100,000 population",72.717357
2019,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Talas,Male,"Per 100,000 population",67.817831
2007,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,,"Per 100,000 population",158.506191
2008,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,,"Per 100,000 population",166.836568
2009,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,,"Per 100,000 population",155.181689
2010,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,,"Per 100,000 population",154.517607
2011,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,,"Per 100,000 population",158.539192
2012,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,,"Per 100,000 population",156.780391
2013,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,,"Per 100,000 population",144.320612
2014,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,,"Per 100,000 population",129.231041
2015,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,,"Per 100,000 population",141.654663
2016,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,,"Per 100,000 population",135.218207
2017,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,,"Per 100,000 population",136.2
2018,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,,"Per 100,000 population",124.217601
2019,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,,"Per 100,000 population",119.199292
2007,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,Female,"Per 100,000 population",125.927217
2008,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,Female,"Per 100,000 population",125.534299
2009,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,Female,"Per 100,000 population",117.922225
2010,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,Female,"Per 100,000 population",125.0
2011,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,Female,"Per 100,000 population",112.218882
2012,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,Female,"Per 100,000 population",111.421405
2013,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,Female,"Per 100,000 population",108.3
2014,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,Female,"Per 100,000 population",108.3
2015,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,Female,"Per 100,000 population",118.6
2016,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,Female,"Per 100,000 population",111.0
2017,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,Female,"Per 100,000 population",108.3
2018,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,Female,"Per 100,000 population",99.197956
2019,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,Female,"Per 100,000 population",93.086319
2007,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,Male,"Per 100,000 population",191.988363
2008,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,Male,"Per 100,000 population",209.227296
2009,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,Male,"Per 100,000 population",193.791585
2010,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,Male,"Per 100,000 population",185.1
2011,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,Male,"Per 100,000 population",206.421677
2012,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,Male,"Per 100,000 population",203.602691
2013,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,Male,"Per 100,000 population",181.5
2014,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,Male,"Per 100,000 population",150.8
2015,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,Male,"Per 100,000 population",165.4
2016,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,Male,"Per 100,000 population",160.2
2017,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,Male,"Per 100,000 population",165.0
2018,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,Male,"Per 100,000 population",150.009376
2019,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Chui,Male,"Per 100,000 population",146.103584
2007,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),,"Per 100,000 population",174.387607
2008,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),,"Per 100,000 population",123.075571
2009,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),,"Per 100,000 population",114.473037
2010,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),,"Per 100,000 population",113.112758
2011,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),,"Per 100,000 population",114.984154
2012,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),,"Per 100,000 population",123.691851
2013,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),,"Per 100,000 population",126.393198
2014,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),,"Per 100,000 population",133.511493
2015,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),,"Per 100,000 population",132.924152
2016,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),,"Per 100,000 population",114.6052
2017,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),,"Per 100,000 population",113.1
2018,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),,"Per 100,000 population",102.592405
2019,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),,"Per 100,000 population",95.33145
2007,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),Female,"Per 100,000 population",121.389891
2008,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),Female,"Per 100,000 population",101.464217
2009,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),Female,"Per 100,000 population",90.39282
2010,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),Female,"Per 100,000 population",91.9
2011,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),Female,"Per 100,000 population",90.229385
2012,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),Female,"Per 100,000 population",97.405136
2013,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),Female,"Per 100,000 population",110.2
2014,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),Female,"Per 100,000 population",108.1
2015,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),Female,"Per 100,000 population",103.1
2016,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),Female,"Per 100,000 population",92.2
2017,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),Female,"Per 100,000 population",91.3
2018,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),Female,"Per 100,000 population",75.045722
2019,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),Female,"Per 100,000 population",69.840615
2007,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),Male,"Per 100,000 population",232.398826
2008,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),Male,"Per 100,000 population",146.699891
2009,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),Male,"Per 100,000 population",142.327909
2010,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),Male,"Per 100,000 population",137.6
2011,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),Male,"Per 100,000 population",143.529739
2012,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),Male,"Per 100,000 population",153.949048
2013,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),Male,"Per 100,000 population",145.0
2014,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),Male,"Per 100,000 population",162.1
2015,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),Male,"Per 100,000 population",167.0
2016,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),Male,"Per 100,000 population",140.2
2017,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),Male,"Per 100,000 population",137.8
2018,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),Male,"Per 100,000 population",133.887972
2019,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Bishkek (city),Male,"Per 100,000 population",124.207562
2007,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),,"Per 100,000 population",103.296686
2008,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),,"Per 100,000 population",99.531522
2009,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),,"Per 100,000 population",99.784188
2010,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),,"Per 100,000 population",85.444525
2011,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),,"Per 100,000 population",88.724902
2012,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),,"Per 100,000 population",98.392408
2013,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),,"Per 100,000 population",83.705251
2014,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),,"Per 100,000 population",103.082002
2015,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),,"Per 100,000 population",89.736358
2016,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),,"Per 100,000 population",92.52618
2017,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),,"Per 100,000 population",89.7
2018,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),,"Per 100,000 population",84.314452
2019,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),,"Per 100,000 population",79.086776
2007,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),Female,"Per 100,000 population",83.113365
2008,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),Female,"Per 100,000 population",63.749059
2009,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),Female,"Per 100,000 population",82.603422
2010,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),Female,"Per 100,000 population",68.0
2011,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),Female,"Per 100,000 population",75.035079
2012,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),Female,"Per 100,000 population",78.139535
2013,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),Female,"Per 100,000 population",64.4
2014,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),Female,"Per 100,000 population",92.2
2015,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),Female,"Per 100,000 population",78.5
2016,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),Female,"Per 100,000 population",77.6
2017,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),Female,"Per 100,000 population",75.3
2018,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),Female,"Per 100,000 population",83.024189
2019,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),Female,"Per 100,000 population",76.750352
2007,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),Male,"Per 100,000 population",125.184647
2008,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),Male,"Per 100,000 population",138.35178
2009,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),Male,"Per 100,000 population",118.375597
2010,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),Male,"Per 100,000 population",104.4
2011,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),Male,"Per 100,000 population",103.609189
2012,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),Male,"Per 100,000 population",120.379721
2013,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),Male,"Per 100,000 population",104.5
2014,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),Male,"Per 100,000 population",114.8
2015,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),Male,"Per 100,000 population",101.8
2016,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),Male,"Per 100,000 population",108.5
2017,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),Male,"Per 100,000 population",105.2
2018,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),Male,"Per 100,000 population",85.689803
2019,Normal value,Units,Country Data,Annual,National,Tuberculosis incidence,Osh (city),Male,"Per 100,000 population",81.569918
